Title,Year,User Score,Description,Director,Screenplay,Type,Revenue,Budget,Runtime
10 Lives,2024,82,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",Christopher Jenkins,"['Ken Cinnamon', 'Karen Wengrod']","Animation, Comedy, Family, Fantasy",-,-,1h 24m
The Batman,2022,77,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",Matt Reeves,[],"Crime, Mystery, Thriller",771000000.00,185000000.00,2h 57m
Transformers: Rise of the Beasts,2023,73,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",Steven Caple Jr.,"['Joby Harold', 'Darnell Metayer', 'Jon Hoeber', 'Erich Hoeber', 'Josh Peters']","Science Fiction, Adventure, Action",439000000.00,195000000.00,2h 7m
To Be Twenty,1978,58,"Lia and Tina are two beautiful girls who meet and realize that they have a lot in common. They are both young, beautiful and pissed off, so they decide to hitchhike their way to Rome to find Nazariota's commune, a place to stay for free and have all the sex they want... or so they think. Things don't go as they have planned though, and soon they become involved in prostitution, the police and an aggressive gang.",Fernando Di Leo,[],Comedy,-,-,1h 34m
Little Bites,2024,64,"Mindy, a young widow and mother who tries to protect her daughter Alice from a flesh eating monster named Agyar. Mindy has been secretly sacrificing her own life by allowing the creature to feast on her body as she keeps Alice hidden away at her grandmother’s house.",Spider One,[],Horror,-,-,1h 46m
Scouts Guide to the Zombie Apocalypse,2015,65,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",Christopher Landon,"['Emi Mochizuki', 'Carrie Lee Wilson']","Comedy, Horror",14900000.00,15000000.00,1h 33m
Longlegs,2024,67,"FBI Agent Lee Harker is assigned to an unsolved serial killer case that takes an unexpected turn, revealing evidence of the occult. Harker discovers a personal connection to the killer and must stop him before he strikes again.",Osgood Perkins,[],"Horror, Thriller",102469694.00,10000000.00,1h 41m
Busty Girlfriend,2019,71,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",Junsei,[],Romance,-,-,1h 11m
Blink Twice,2024,68,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",Zoë Kravitz,[],"Mystery, Thriller, Horror",43555474.00,20000000.00,1h 43m
The Godfather,1972,87,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",Francis Ford Coppola,['Mario Puzo'],"Drama, Crime",245066411.00,6000000.00,2h 55m
Harry Potter and the Philosopher's Stone,2001,79,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Chris Columbus,['Steve Kloves'],"Adventure, Fantasy",976475550.00,125000000.00,2h 32m
Spider-Man: No Way Home,2021,80,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",Jon Watts,[],"Action, Adventure, Science Fiction",1921847111.00,200000000.00,2h 28m
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2023,72,"Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",Thomas Astruc,[],"Animation, Adventure, Action, Fantasy, Family",-,-,48m
Trap,2024,65,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.",M. Night Shyamalan,[],"Thriller, Crime, Horror",82406909.00,30000000.00,1h 45m
The Super Mario Bros. Movie,2023,77,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",Aaron Horvath,[],"Animation, Family, Adventure, Fantasy, Comedy",1362000000.00,100000000.00,1h 33m
Harold and the Purple Crayon,2024,70,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",Carlos Saldanha,"['David Guion', 'Michael Handelman']","Family, Adventure, Fantasy, Comedy",24982787.00,40000000.00,1h 30m
Spider-Man: Across the Spider-Verse,2023,84,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",Justin K. Thompson,[],"Animation, Action, Adventure, Science Fiction",690897910.00,100000000.00,2h 20m
Elemental,2023,76,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",Peter Sohn,"['John Hoberg', 'Kat Likkel', 'Brenda Hsueh']","Animation, Comedy, Family, Fantasy, Romance",496000000.00,200000000.00,1h 42m
Daddy's Head,2024,58,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,Benjamin Barfoot,[],Horror,-,-,1h 32m
Harry Potter and the Chamber of Secrets,2002,77,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",Chris Columbus,['Steve Kloves'],"Adventure, Fantasy",876688482.00,100000000.00,2h 41m
Avengers: Infinity War,2018,82,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",Anthony Russo,"['Stephen McFeely', 'Christopher Markus']","Adventure, Action, Science Fiction",2052415039.00,300000000.00,2h 29m
Gracie & Pedro: Pets to the Rescue,2024,71,"Family frenemies, Gracie and Pedro, must put their differences aside, embarking on a thrilling quest packed with perilous escapades in order to reunite with their owners.",Kevin Donovan,"['Jaisa C. Bishop', 'Bruce A. Taylor', 'Kelly Peters']","Animation, Adventure, Comedy, Family",664443.00,-,1h 29m
The Lord of the Rings: The Fellowship of the Ring,2001,84,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",Peter Jackson,"['Philippa Boyens', 'Fran Walsh']","Adventure, Fantasy, Action",871368364.00,93000000.00,2h 59m
Moana 2,2024,NR,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",David G. Derrick Jr.,[],"Animation, Adventure, Family, Comedy",-,-,1h 40m
xXx,2002,59,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",Rob Cohen,['Rich Wilkes'],"Action, Adventure, Thriller, Crime",277448382.00,70000000.00,2h 4m
Hounds of War,2024,65,"After a mission goes wrong, only one of a group of mercenaries is left alive to avenge his fallen brothers.",Isaac Florentine,[],"Action, Thriller",-,-,1h 34m
The Convert,2024,62,"Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose.",Lee Tamahori,['Shane Danielsen'],"Action, Drama",692018.00,-,1h 59m
The Forge,2024,81,"19 year old Isaiah Wright lives for basketball and video games. A year out of high school, he has no job, no plans, and no idea how to be a man. At odds with his single mother Cynthia, Isaiah is given an ultimatum – to step up or move out. Feeling the pull from his friends and the push from his mom, Isaiah is hired by Moore Fitness, unaware of how the owner will personally impact his life. With the prayers of his mother and unexpected guidance from his new mentor, Isaiah is forced to deal with his past, sacrifice his selfishness and discover how God might have a greater purpose for his life.",Alex Kendrick,[],"Drama, Family",35329740.00,5000000.00,2h 3m
Seven Cemeteries,2024,51,A recent parolee gets a Mexican witch to resurrect his old posse so that they can help him save a woman's ranch from a ruthless drug lord.,John Gulager,[],"Horror, Action, Fantasy, Thriller",-,-,1h 24m
Gladiator II,2024,r0,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",Ridley Scott,['David Scarpa'],"Action, Adventure",-,310000000.00,2h 28m
Caddo Lake,2024,74,"When an 8-year-old girl mysteriously vanishes on Caddo Lake, a series of past deaths and disappearances begin to link together, forever altering a broken family’s history.",Logan George,[],"Thriller, Mystery, Drama",-,-,1h 43m
Skinford 2: The Curse,2024,20,We don't have an overview translated in English. Help us expand our database by adding one.,Nik Kacevski,[],"Thriller, Action",-,-,
Wish,2023,64,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",Fawn Veerasunthorn,"['Allison Moore', 'Jennifer Lee']","Animation, Family, Fantasy, Adventure",254997360.00,175000000.00,1h 35m
John Wick: Chapter 4,2023,77,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Chad Stahelski,[],"Action, Thriller, Crime",440157245.00,90000000.00,2h 50m
Inside Out,2015,79,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",Pete Docter,"['Meg LeFauve', 'Josh Cooley']","Animation, Family, Adventure, Drama, Comedy",857611174.00,175000000.00,1h 35m
Die Alone,2024,59,"Lost in a world reclaimed by nature and overrun by mysterious creatures, Ethan, a young man with amnesia navigates the dangerous landscape in search of his lost love Emma.  His journey takes an unexpected turn when he encounters Mae, a hardened and eccentric survivor.  Together, Ethan and Mae face threats both human and otherwise before a fateful encounter with Kai unravels a secret that lies just beyond Ethan's fractured memory.",Lowell Dean,[],"Horror, Thriller",-,-,1h 31m
Mr. Crocket,2024,50,"A single mother thinks she's found the key to calming her child down – a VHS copy of a strange children's program named Mr. Crocket's World. However, a darker, bloodier secret waits to invade their home from inside the tape.",Brandon Espy,[],Horror,-,-,1h 28m
The Shawshank Redemption,1994,87,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Frank Darabont,[],"Drama, Crime",28341469.00,25000000.00,2h 22m
Carved,2024,44,"On Halloween 1993, 2 years after a deadly nuclear spill, the staff of a historic pioneer village attraction must work together to survive the attack of a monstrous killer pumpkin set on revenge.",Justin Harding,['Cheryl Meyer'],"Horror, Comedy",-,-,1h 34m
Rippy,2024,35,"Young police officer Maddy is determined to live up to her deceased father's legacy. Her courage is put to the test when locals are found brutally ripped to shreds by the zombie kangaroo. As the undead beast leaves a trail of carnage, Maddy, with the help of her eccentric Uncle Schmitty and resilient Aunt Donna, must embark on a high-stakes battle to save the town.",Ryan Coonan,[],"Horror, Mystery",-,-,1h 23m
The Gigolo,2015,50,"Fung looks like a super-heartthrob and was bon with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…",Amen Au Cheuk-Man,[],"Romance, Drama, Comedy",709136.00,-,1h 37m
Zootopia,2016,78,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",Byron Howard,"['Jared Bush', 'Phil Johnston']","Animation, Adventure, Family, Comedy",1023784195.00,150000000.00,1h 49m
Puss in Boots: The Last Wish,2022,82,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",Joel Crawford,"['Tommy Swerdlow', 'Paul Fisher']","Animation, Adventure, Fantasy, Comedy, Family",484700000.00,90000000.00,1h 43m
Your Fault,2024,NR,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,Domingo González,[],"Drama, Romance",-,-,
Female Ninjas Magic Chronicles 3: Sacred Book of Sexual Positions,1993,75,"The government is worried that the Emperor will have no children because he can’t get an erection. The female ninjas try to find a sacred book that will help him, but they face a stiff challenge.",Masaru Tsushima,['Hiromichi Nakamoto'],Action,-,-,1h 13m
365 Days: This Day,2022,59,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",Barbara Białowąs,[],"Romance, Drama",-,-,1h 51m
An Ideal Father,2024,64,"Michel, the jovial owner of the only café in a small Normandy town, sees his life turned upside down when his teenage daughter is murdered. The community has his back but soon rumor spreads and Michel is singled out. From the ideal father, he becomes the ideal culprit.",Hélène Fillières,['Claude Scasso'],"Drama, TV Movie",-,-,1h 30m
Dune: Part Two,2024,82,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",Denis Villeneuve,['Jon Spaihts'],"Science Fiction, Adventure",711844359.00,190000000.00,2h 47m
No Voltees,2024,80,"When two siblings return to their childhood home, they are confronted by a violent, supernatural presence that dwells deep within their worst traumas.",Alejandro Hidalgo,[],Horror,-,-,1h 35m
Harry Potter and the Prisoner of Azkaban,2004,80,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",Alfonso Cuarón,['Steve Kloves'],"Adventure, Fantasy",789804554.00,130000000.00,2h 21m
"Miraculous World, London: At the Edge of Time",2024,70,"Marinette, now Chronobug, and Bunnyx must save the future by resolving the mystery of who dicovered Marinette's identity as Ladybug, when, and how they stole her Miraculous. Throughout the adventure, they learn that the Butterfly Miraculous has a new holder, the one who unraveled the ultimate secret. Ladybug's only hope is to defeat her opponent to prevent the end of Ladybug.",Thomas Astruc,[],"Animation, Adventure, Action, Fantasy",-,-,49m
Officer Black Belt,2024,77,A talented martial artist who can't walk past a person in need unites with a probation officer to fight and prevent crime as a martial arts officer.,Jason Kim,[],"Action, Comedy, Crime",-,-,1h 48m
The Demon Disorder,2024,56,"The pasts of three brothers and their deceased father collide when a deep, dark family secret is unearthed, leading to a case of revenge from beyond the grave.",Steven Boyle,[],Horror,-,-,1h 26m
Salem's Lot,2024,63,Author Ben Mears returns to his childhood home of Jerusalem's Lot only to discover his hometown is being preyed upon by a bloodthirsty vampire.,Gary Dauberman,[],"Horror, Mystery",-,-,1h 53m
Twilight of the Warriors: Walled In,2024,65,"In 1980s Hong Kong, troubled youth Chan Lok-kwun, a mainland refugee, struggles to survive in the Kowloon Walled City by joining underground fights. Betrayed by crime boss Mr. Big while trying to buy a fake ID, he steals drugs from him and seeks refuge in the Walled City, where he encounters Cyclone, a compassionate yet authoritative crime lord.",Soi Cheang,"['Lai Chun', 'Shum Kwan-sin', 'Au Kin-yee', 'Tai-lee Chan']","Action, Adventure, Crime, Thriller",95335412.00,38400000.00,2h 5m
The Jack in the Box: Rises,2024,68,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon.",Lawrence Fowler,[],Horror,771460.00,-,1h 32m
V/H/S/Beyond,2024,69,"The infinite playground of forbidden worlds and dangerous lifeforms offered by the sci-fi horror genre will lead to the biggest, maddest, bloodiest V/H/S ever.",Jay Cheel,"['Ben Turner', 'Kevin Stewart']","Horror, Science Fiction, Thriller",-,-,1h 54m
The Conjuring,2013,75,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",James Wan,"['Chad Hayes', 'Carey Hayes']","Horror, Thriller",320415166.00,13000000.00,1h 53m
Red One,2024,65,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous bounty hunter in a globe-trotting, action-packed mission to save Christmas.",Jake Kasdan,['Chris Morgan'],"Comedy, Action, Fantasy",-,250000000.00,2h 4m
Justice,2024,68,"A young detective seeks the help of a discharged police officer, giving him the chance to reclaim his old life in exchange for solving a bank raid case.",Michał Gazda,[],"Crime, Drama",-,-,1h 54m
The Hobbit: The Battle of the Five Armies,2014,73,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Peter Jackson,"['Fran Walsh', 'Guillermo del Toro', 'Philippa Boyens']","Action, Adventure, Fantasy",956019788.00,250000000.00,2h 24m
Interstellar,2014,84,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Christopher Nolan,[],"Adventure, Drama, Science Fiction",701729206.00,165000000.00,2h 49m
The Incredibles,2004,77,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",Brad Bird,[],"Action, Adventure, Animation, Family",631442092.00,92000000.00,1h 55m
Cars 3,2017,69,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",Brian Fee,"['Kiel Murray', 'Mike Rich', 'Bob Peterson']","Family, Animation, Adventure, Comedy",383925276.00,175000000.00,1h 42m
Sonic the Hedgehog 2,2022,75,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",Jeff Fowler,"['Pat Casey', 'Josh Miller', 'John Whittington']","Action, Adventure, Family, Comedy",405421518.00,110000000.00,2h 3m
Padre no hay más que uno 4: Campanas de boda,2024,68,"The eldest of the family, Sara, comes of age and brings chaos to the family by announcing her intention to marry Ocho. Javier and Marisa try to avoid it at all costs. At the same time Dani has an existential crisis, Paulita feels jealous of Cris, Carlota announces that she has found a boyfriend from a high society family and Rocio has finally managed to be cast in her first film.",Santiago Segura,['Marta González de Vega'],"Family, Comedy",20271.00,-,1h 39m
Harry Potter and the Goblet of Fire,2005,78,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",Mike Newell,['Steve Kloves'],"Adventure, Fantasy",895921036.00,150000000.00,2h 37m
Sonic the Hedgehog 3,2024,NR,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",Jeff Fowler,"['Pat Casey', 'Josh Miller', 'John Whittington']","Science Fiction, Family, Comedy, Action, Adventure",-,225000000.00,
Private Collections,1979,52,"Three stories. A solitary sailor falls from his boat and washes ashore on a tropical island. While seeking rescue, he's found by a nearly naked woman who is playful and compliant. He decides to erase his signs of distress and remain on the island. What awaits?  In the second, an adolescent searches for the words of a nursery rime he remembers bits of. His journey takes him into dreams, sexual awakening, and Oedipal fantasy.  Third, a man of wealth in late-nineteenth century Paris hires a prostitute for the night. She's also cabaret performer and takes him to her room. He fears he's about to be robbed. What's her secret?",Just Jaeckin,['Rio Kishida'],"Drama, Romance",-,-,1h 43m
King of Killers,2023,65,"Garan is a part of a group of international hitmen who are contracted to take out the most dangerous killer in the world, only to find out that they're the ones being hunted.",Kevin Grevioux,[],"Action, Thriller",-,-,1h 31m
Mantra Warrior: The Legend of The Eight Moons,2023,64,"A story inspired by the original RAMAYANA, retold in a futuristic universe, involving brave warriors who possess ancient powers from another dimension.",Jinanavin Veerapatra,['Sornperes Subsermsri'],"Animation, Action, Adventure, Fantasy, Science Fiction",-,-,1h 30m
Oh My Ghost : The Finale,2024,58,"This new dormitory is located in the middle of beautiful nature. But what everyone doesn't know is This area is a haven for people with sorcery, people who play games, and is full of mysteries that cannot be answered.",Poj Arnon,[],"Comedy, Horror",3984000.00,-,1h 48m
Female Ninjas Magic Chronicles,1991,42,The female ninjas need to protect their particular master's unborn infant from enemies. They use all types of intimate tricks to obtain the work done.,Masaru Tsushima,['Takahito Ishikawa'],Action,-,-,1h 18m
BLUE LOCK THE MOVIE -EPISODE NAGI-,2024,71,"""That's a hassle."" That was second-year high schooler Nagi Seishirou's favorite phrase as he lived his dull life. Until Mikage Reo, a classmate who dreamed of winning the World Cup, discovered Nagi's hidden skill, inspiring him to play soccer and share his outstanding talent. One day, Nagi Seishiro receives an invitation to the mysterious Blue Lock Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known.",Shunsuke Ishikawa,['Taku Kishimoto'],"Animation, Action, Drama",11201738.00,-,1h 31m
"Monsters, Inc.",2001,78,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",Pete Docter,"['Andrew Stanton', 'Daniel Gerson']","Animation, Comedy, Family",579700000.00,115000000.00,1h 32m
Rebel Ridge,2024,70,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,Jeremy Saulnier,[],"Crime, Action, Thriller, Drama",-,-,2h 12m
Unang Tikim,2024,50,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",Roman Perez Jr.,[],"Romance, Drama",-,-,1h 39m
Outlaw,2024,60,"At the age of nine, Rebeca is sold by her grandmother to the bookseller who ran Rocinha. Disputed by bicheiros and drug dealers, the community is going through changes in power. Rebeca becomes the wife of the chief drug dealer and, with the death of her partner, his successor. The electrifying trajectory of crime, violence, drugs and love of a female drug kingpin in Rocinha, Rio de Janeiro in the 1980s.",João Wainer,[],"Action, Crime, Drama",-,-,1h 20m
Deus Irae,2023,30,"Father Javier lives a fractured existence: on one side, he helps families who've witnessed miracles, and on the other he belongs to a trio of excommunicated priests who hunt the possessed down to exorcise them under their own terms: with Bibles, fire and shotguns.",Pedro Cristiani,[],Horror,-,-,1h 25m
Strange Darling,2024,70,Nothing is what it seems when a twisted one-night stand spirals into a serial killer’s vicious murder spree.,JT Mollner,[],"Crime, Horror, Thriller",3504687.00,4000000.00,1h 37m
Money Electric: The Bitcoin Mystery,2024,62,"A deep dive into one of the most enduring and high-stakes mysteries in technology and finance: the origins of Bitcoin and the identity of its anonymous creator, Satoshi Nakamoto.",Cullen Hoback,[],"Documentary, Mystery",-,-,1h 44m
The Union,2024,63,A New Jersey construction worker goes from regular guy to aspiring spy when his long-lost high school sweetheart recruits him for an espionage mission.,Julian Farino,[],"Action, Comedy",-,-,1h 49m
Temptation of Mother-in-Law,2019,45,"After graduating from the prestigious college, the youngest conglomerate is promoted to a handsome appearance. However, at the drinking place with his old friend, Moo-Hyuk, Han-Yong notices a drink without hesitation. As if frustrated, Moo-hyeok asked why he wanted to marry his six-year-old girlfriend, Wisdom, but was struggling with her attitude of not showing her parents. That night, Han Yong received a promotion from Wisdom and asked for a complimentary ceremony, saying that she wants to get married stably now. . And even if you look at the place of Sang-yeon, you'll find Yeon-ji, the eldest daughter of her own age. Will increase. And one day, on a business trip of wisdom, what will Han Yong choose for a sudden visit by a drunken mother-in-law?",Kim Yi-seul,[],Romance,-,-,1h 13m
Harry Potter and the Order of the Phoenix,2007,77,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",David Yates,['Michael Goldenberg'],"Adventure, Fantasy",938212738.00,150000000.00,2h 18m
Fifty Shades of Grey,2015,59,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Sam Taylor-Johnson,['Kelly Marcel'],"Drama, Romance, Thriller",569651467.00,40000000.00,2h 5m
Lady Ninja: Reflections of Darkness,2011,20,"A sexy squad of female ninja assassins is hired by a ruthless magistrate to exterminate his former lovers who  threaten to ruin his carefully established ""chaste"" reputation. Things get complicated when the magistrate's  opponent sends his own goons out to capture the assassins.",Kôsuke Hishinuma,"['Hiromichi Nakamoto', 'Tetsuji Hayashi']","Action, Comedy",-,-,1h 24m
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,71,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",Andrew Adamson,"['Ann Peacock', 'Christopher Markus', 'Stephen McFeely']","Adventure, Family, Fantasy",745013115.00,180000000.00,2h 23m
